date,bonds,bonds_global_gov,bonds_global,bonds_em_hc,bonds_em_local,equities_ch,equities_global_dev,equities_em,equities_global_sc,private_equity,infrastructure,ils,gold
30.06.73,0.005033474,-0.001038306,-0.012714839,0.001225045,-0.045831371,-0.007170351,-0.048107285,-0.049302945,,-0.048107285,,,0.107647042
31.07.73,0.004456721,-0.008685508,-0.005406436,0.005922961,-0.017777639,-0.097843798,-0.001570187,-0.001571421,,-0.001570187,,,-0.025404515
31.08.73,-0.011997263,-0.012136877,-0.01530248,-0.02841443,0.034568833,0.01425316,0.020442624,0.020236478,,0.020442624,,,-0.056363132
30.09.73,-0.003170694,0.010893276,0.01188135,0.018493193,0.021542996,0.051233491,0.029298784,0.028877778,,0.029298784,,,-0.036482394
31.10.73,0.005933026,0.013195298,0.012823558,0.010814112,0.03748169,0.040885516,0.034613568,0.034027992,,0.034613568,,,-0.00518416
30.11.73,-0.01531235,0.001264325,-0.005667705,-0.064794676,-0.040681,-0.123302305,-0.098819402,-0.104049599,,-0.098819402,,,-0.020034406
31.12.73,-0.004841876,-0.012246084,-0.007892032,-0.010735653,0.001670604,-0.016982661,0.004648098,0.004637329,,0.004648098,,,0.130310286
31.01.74,-0.000243634,-0.00862257,-0.006985341,-0.000851656,-0.006732674,0.030848465,0.00893409,0.008894417,,0.00893409,,,0.191491442
28.02.74,-0.011596442,0.002049314,-0.005357479,0.008498109,-0.018791978,-0.055730001,-0.01894589,-0.019127663,,-0.01894589,,,0.115444436
31.03.74,-0.014380866,-0.00836303,-0.012699083,-0.016853655,-0.043014757,0.009980702,-0.060274534,-0.062167504,,-0.060274534,,,0.076810635
30.04.74,-0.003708605,-0.008433297,-0.010848739,-0.013029013,-0.043150814,-0.037268908,-0.048544398,-0.049762254,,-0.048544398,,,-0.011457681
31.05.74,0.004448411,0.003060117,0.006104069,-0.0192856,0.001042447,-0.118679274,-0.019194704,-0.019381314,,-0.019194704,,,-0.032752196
30.06.74,0.007125303,0.001151527,0.003222998,-0.015463249,-0.008024393,0.037541063,-0.023697564,-0.023982867,,-0.023697564,,,-0.050823043
31.07.74,0.008701867,-0.005229074,-0.014454663,-0.03242258,-0.045193213,0.026581439,-0.067479576,-0.069864226,,-0.067479576,,,-0.084818682
31.08.74,-0.000894393,-0.00680005,-0.010887748,-0.052020659,-0.041860861,-0.11836599,-0.084106916,-0.087855641,,-0.084106916,,,0.090760282
30.09.74,0.003470753,0.003265781,-0.009052448,-0.045845368,-0.058533096,-0.114130237,-0.109511292,-0.115984857,,-0.109511292,,,-0.038183063
31.10.74,0.010911961,0.009210456,0.012244997,0.052960862,0.027554272,0.059987279,0.069133632,0.066848631,,0.069133632,,,0.019362735
30.11.74,0.01297536,0.007890025,0.000436365,-0.004010636,-0.05696718,-0.039434681,-0.069817067,-0.07237401,,-0.069817067,,,0.076716506
31.12.74,0.007038338,0.012086107,0.002755265,-0.00213622,-0.067063948,-0.064432742,-0.082481595,-0.086082639,,-0.082481595,,,-0.058707625
31.01.75,0.024114578,0.0089661,0.020169864,0.077524363,0.069994426,0.20900379,0.134824968,0.126478426,,0.134824968,,,-0.055564487
28.02.75,0.014852223,0.021511989,0.034782395,0.054542909,0.023507916,0.021700471,0.047395447,0.046306555,,0.047395447,,,-0.00617092
31.03.75,-0.00367308,-0.003326136,-0.00486516,0.001468602,0.057614668,0.032672255,0.066077957,0.063986454,,0.066077957,,,0.035616047
30.04.75,0.004058711,-0.012912981,-0.013622054,0.013826922,0.020266845,0.054975599,0.047408818,0.046319321,,0.047408818,,,-0.060000536
31.05.75,0.011089626,0.010197954,0.007194357,0.016458736,-0.000479248,-0.030571009,0.005550285,0.005534939,,0.005550285,,,-0.01884808
30.06.75,0.019697803,0.009894274,0.010799402,0.01079836,0.014550476,0.00213561,0.020944171,0.020727857,,0.020944171,,,0.002725002
31.07.75,0.009222649,0.000293078,0.011090264,-0.028142886,0.04136488,0.015027252,0.014224458,0.014124239,,0.014224458,,,0.072684564
31.08.75,0.019042966,-0.006569049,-0.000842354,-0.011534049,-0.01687446,-0.053580894,-0.021617114,-0.021854186,,-0.021617114,,,-0.049667451
30.09.75,0.004033272,0.001689061,0.009558989,-0.021592281,-0.000216278,-0.056754653,-0.020038869,-0.02024237,,-0.020038869,,,-0.101872232
31.10.75,0.011776898,0.008939022,0.007370097,0.037711751,-0.001854694,0.095219047,0.022603543,0.022351869,,0.022603543,,,-0.033718876
30.11.75,0.011706272,0.004859135,0.008298373,0.015113726,0.038366432,0.070662998,0.051643483,0.050354163,,0.051643483,,,-0.011407318
31.12.75,0.006623572,0.008047983,0.015174389,0.003682335,-0.016940825,0.021116179,-0.02129028,-0.021520187,,-0.02129028,,,-0.008264657
31.01.76,0.034565462,0.021728976,0.017398126,0.054719833,0.051450421,0.031147451,0.082616069,0.079380399,,0.082616069,,,-0.097358857
29.02.76,0.010740764,0.003231456,-0.001767818,-0.003337643,-0.01055062,-0.016775308,-0.018437325,-0.018609411,,-0.018437325,,,0.019788951
31.03.76,0.012959687,0.00218015,0.004607679,0.005836961,-0.002560019,-0.005235941,0.002796966,0.002793061,,0.002796966,,,-0.030520455
30.04.76,0.00140897,0.008545965,0.003730586,-0.000609357,-0.009964502,-0.01910257,-0.017657188,-0.017814936,,-0.017657188,,,-0.020731992
31.05.76,0.003171447,-0.008097544,-0.01653855,-0.013648737,-0.038939817,-0.017270589,-0.041448218,-0.042331694,,-0.041448218,,,-0.049321421
30.06.76,0.009481737,0.000350937,0.001777054,0.01403759,0.027463806,0.02734685,0.038821571,0.038086966,,0.038821571,,,-0.00679109
31.07.76,0.005979021,0.002417662,-0.001269892,-0.005163118,0.007730955,0.007201543,-0.001903677,-0.001905492,,-0.001903677,,,-0.089207246
31.08.76,0.00998017,0.002863559,0.002695423,-0.00095027,0.003217457,-0.001680453,-0.003184971,-0.003190054,,-0.003184971,,,-0.080403866
30.09.76,0.010495843,0.005712426,0.01161878,0.00577086,-0.005222488,-0.017849412,-0.004132596,-0.004141159,,-0.004132596,,,0.095714025
31.10.76,0.0202986,0.004267354,-0.002017261,-0.016259609,-0.023508296,-0.041329048,-0.040145692,-0.040973768,,-0.040145692,,,0.053464435
30.11.76,0.010850671,0.008777591,0.013666378,0.001767303,0.01165071,0.016710298,0.003559623,0.003553302,,0.003559623,,,0.062474638
31.12.76,0.007252962,0.018858211,0.023445028,0.046237439,0.05467429,0.068475448,0.076789943,0.07398434,,0.076789943,,,0.032619364
31.01.77,0.026113519,-0.001065086,-0.007941248,-0.018231145,0.011984073,0.014595952,-0.007820452,-0.007851192,,-0.007820452,,,0.008786763
28.02.77,0.006946381,0.000338333,0.004995901,-0.003161757,0.021541286,-0.006027321,0.015294655,0.015178871,,0.015294655,,,0.094561451
31.03.77,0.005107549,0.005540875,0.003930888,-0.000927629,0.000246815,0.00680913,-0.008873416,-0.008913019,,-0.008873416,,,0.038458144
30.04.77,0.004485116,0.016638504,0.020624492,0.013415017,0.00355007,-0.000295806,-0.000790446,-0.000790759,,-0.000790446,,,-0.023890446
31.05.77,-0.027210751,0.007599807,0.006524948,-0.003254343,-0.004450245,-0.034297445,-0.015716605,-0.01584142,,-0.015716605,,,-0.032878204
30.06.77,0.000752288,0.008654127,0.009769655,0.022866931,0.011862275,0.014084235,0.021886574,0.021650502,,0.021886574,,,-0.016016279
31.07.77,0.01962249,0.008549612,0.007179027,-0.002937323,-0.023198254,-0.001016088,-0.035822122,-0.03647948,,-0.035822122,,,-0.016414804
31.08.77,0.01182457,0.004159074,0.007844034,0.003044936,-7.21E-06,0.032006013,-0.00100199,-0.001002492,,-0.00100199,,,0.007313881
30.09.77,0.011752211,0.009775329,0.005011032,0.009850462,-0.005212239,0.041809534,-0.006742986,-0.006765823,,-0.006742986,,,0.033446584
31.10.77,0.008677495,0.003905419,0.001239695,-0.007849919,-0.043302589,-0.011589636,-0.063326099,-0.065420082,,-0.063326099,,,-0.002127394
30.11.77,0.003804856,0.000924722,-0.006759978,0.005002398,-0.019948407,0.003602866,-0.017538776,-0.017694403,,-0.017538776,,,-0.04031741
31.12.77,0.006807471,0.004192078,1.49E-05,0.010754871,-0.061732214,-0.014968987,-0.062437174,-0.064471509,,-0.062437174,,,-0.055064107
